timestamp, x, y, z
2024-06-25 13:21:23.140119,120.4,974.1,120.4
2024-06-25 13:21:23.342067,124.4,974.1,124.4
2024-06-25 13:21:23.544428,124.4,974.1,124.4
2024-06-25 13:21:23.746912,124.4,974.1,124.4
2024-06-25 13:21:23.949495,120.4,974.1,120.4
2024-06-25 13:21:24.151177,120.4,974.1,120.4
2024-06-25 13:21:24.354056,124.4,974.1,124.4
2024-06-25 13:21:24.556444,116.5,974.1,116.5
2024-06-25 13:21:24.759233,116.5,974.1,116.5
2024-06-25 13:21:24.961571,116.5,970.2,116.5
2024-06-25 13:21:25.163793,116.5,970.2,116.5
2024-06-25 13:21:25.367168,120.4,974.1,120.4
2024-06-25 13:21:25.569822,124.4,974.1,124.4
2024-06-25 13:21:25.772077,124.4,974.1,124.4
2024-06-25 13:21:25.973572,120.4,974.1,120.4
2024-06-25 13:23:42.154272,124.4,974.1,124.4
2024-06-25 13:23:42.356133,124.4,974.1,124.4
2024-06-25 13:23:42.558256,120.4,970.2,120.4
2024-06-25 13:23:42.760540,128.20000000000002,974.1,128.20000000000002
2024-06-25 13:23:42.962754,128.20000000000002,974.1,128.20000000000002
2024-06-25 13:23:43.164596,128.20000000000002,970.2,128.20000000000002
2024-06-25 13:23:43.365913,128.20000000000002,970.2,128.20000000000002
2024-06-25 13:23:43.569387,124.4,970.2,124.4
2024-06-25 13:23:43.770827,124.4,974.1,124.4
2024-06-25 13:23:43.972967,124.4,974.1,124.4
2024-06-25 13:23:44.174308,128.20000000000002,970.2,128.20000000000002
2024-06-25 13:23:44.376261,128.20000000000002,974.1,128.20000000000002
2024-06-25 13:23:44.578553,128.20000000000002,974.1,128.20000000000002
2024-06-25 13:23:44.780490,124.4,970.2,124.4
2024-06-25 13:23:44.982220,124.4,974.1,124.4
2024-06-25 13:23:45.184222,124.4,974.1,124.4
2024-06-25 13:23:45.386941,124.4,974.1,124.4
2024-06-25 13:23:45.588933,124.4,974.1,124.4
2024-06-25 13:23:45.790514,124.4,974.1,124.4
